N[C@H](CNc3ncc(c2ccc1cnccc1c2)s3)Cc4ccc(C(F)(F)F)cc4,akt1,0
COc4ccc(O)c(C(=O)c3ccc(C(=O)O[C@@H]1CCCNCC1NC(=O)c2ccncc2)cc3)c4F,akt1,0
C5CN(Cc4ccc(c2nc1ncccc1cc2c3ccccc3)cc4)CCC5c7cc(c6ccncc6)[nH]n7,akt1,0
CCn3c(c1nonc1N)nc4c(C#CC(C)(C)O)ncc(OCCCNCCc2ccc(OC)cc2)c34,akt1,0
N[C@H](COc3cncc(c2ccc1[nH]c(=O)c(=O)c1c2)c3)Cc4c[nH]c5ccccc45,akt1,0
C(Oc3cncc(c2cc1ccncc1s2)c3)[C@H](Cc4c[nH]c5ccccc45)Nc7cc6ccncc6s7,akt1,0
CSc5ncc4cc(c1ccccc1)c(c3ccc(CNCCCn2ccnc2)cc3)nc4n5,akt1,0
C5CN(Cc4ccc(c2nc1cccnc1cc2c3ccccc3)cc4)CCC5c7n[nH]c(c6ccccn6)n7,akt1,0
N[C@H](COc4cncc(c3ccc2NC(=O)C(c1ccccc1)c2c3)c4)Cc5c[nH]c6ccccc56,akt1,0
CC(C)(Cc1ccccc1)C5C(=O)Nc6ccc(c4cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c4)cc56,akt1,0
N[C@H](COc2cncc(/C=C/c1ccncc1)c2)Cc4ccc3ccccc3c4,akt1,0
CCn3c(c1nonc1N)nc4c(C#CC(C)(C)O)nc(CN2CCCC2)cc34,akt1,0
CNc3nccc(c2ccc(C(=O)N[C@H](CN)Cc1ccc(Cl)cc1Cl)s2)n3,akt1,0
Cc4n[nH]c5ncc(c2cc(OC[C@@H](N)Cc1ccccc1)c(N)nc2c3ccoc3C)nc45,akt1,0
Cc4nnc(c1ccccc1Nc2ncnc3[nH]ccc23)[nH]4,akt1,0
Oc7[nH]c6ccc(N[C@H](COc3cncc(c2ccc1[nH]c(O)c(N=O)c1c2)c3)Cc4c[nH]c5ccccc45)cc6c7N=O,akt1,0
CC(C)(C)c4ccc(CC3(N)CCN(c1ccnc2[nH]ncc12)CC3)cc4,akt1,0
Cc4n[nH]c5ccc(c3cncc(OC[C@@H](N)Cc1csc2ccccc12)c3)cc45,akt1,0
COc4ccc(O)c(C(=O)c3ccc(/C=C/[C@@H]1CCCNC[C@H]1NC(=O)c2ccncc2)cc3)c4F,akt1,0
N[C@H](COc3cncc(c2ccc1cnccc1c2)c3)Cc4n[nH]c5ccccc45,akt1,0
Cc4n[nH]c5ccc(c3cncc(OC[C@@H](N)Cc2cccc(OCC1CCNCC1)c2)c3)cc45,akt1,0
O=c6[nH]ccc7nc(c4ccc(CN3CCC(c2nnc(c1ncccn1)[nH]2)CC3)cc4)c(c5ccccc5)cc67,akt1,0
O=c7[nH]c6ccc(N[C@H](COc3cncc(c2ccc1[nH]c(=O)c(=O)c1c2)c3)Cc4c[nH]c5ccccc45)cc6c7=O,akt1,0
CC(C)(Cc1ncc[nH]1)C5C(=O)Nc6ccc(c4cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c4)cc56,akt1,0
NC4(C(=O)NCc1ccc(Cl)cc1)CCN(c2ccnc3[nH]ccc23)CC4,akt1,0
C5CN(Cc4ccc(c2nc1ccncc1cc2c3ccccc3)cc4)CCC5c7n[nH]c(c6ccccn6)n7,akt1,0
CSc5ncc4cc(c1ccccc1)c(c3ccc(CNCCc2nccs2)cc3)nc4n5,akt1,0
Oc7nc6ccc(N[C@H](COc3cncc(c2ccc1nc(O)oc1c2)c3)Cc4c[nH]c5ccccc45)cc6o7,akt1,0
CC5(C)CCCN(c4ccc(O)c(C(=O)c3ccc(C(=O)N[C@@H]1CCCNC[C@H]1NC(=O)c2ccncc2)cc3)c4)C5,akt1,0
Cc5n[nH]c6ccc(c3cc(OC[C@@H](N)Cc1c[nH]c2ncccc12)cnc3c4ccoc4)cc56,akt1,0
N[C@H](COc2cncc(CCc1ccncc1)c2)Cc3c[nH]c4ccccc34,akt1,0
N[C@H](CNc3ncc(c2ccc1[nH]c(=O)oc1c2)s3)Cc4ccc(C(F)(F)F)cc4,akt1,0
CCn3c(c1nonc1N)nc4c(C#CC(C)(C)O)ncc(OC2CCNCC2)c34,akt1,0
CCn3c(c1nonc1N)nc4c(C#CC(C)(C)O)ncc(OCC2CCNC2)c34,akt1,0
CSc4ncc3cc(c1ccccc1)c(c2ccc(CNCCC(N)=O)cc2)nc3n4,akt1,0
N[C@H](COc4cncc(c3cc2c(c1ccccc1)n[nH]c2cn3)c4)Cc5ccccc5,akt1,0
CSc6ncc5cc(c1ccccc1)c(c4ccc(CN3CCC(c2nnc(N)s2)CC3)cc4)nc5n6,akt1,0
N[C@H](CNc3ncc(c2ccc1[nH]ncc1c2)s3)Cc4ccc(C(F)(F)F)cc4,akt1,0
Fc7ccc6[nH]c(C5CCN(Cc4ccc(c2ncc(c1nn[nH]n1)cc2c3ccccc3)cc4)CC5)nc6c7,akt1,0
N[C@H](CNc2cncc(/C=C/c1ccncc1)c2)Cc3c[nH]c4ccccc34,akt1,0
N[C@H](COc4cncc(c3ccc2[nH]nc(c1nccs1)c2c3)c4)Cc5c[nH]c6ccccc56,akt1,0
Cc5n[nH]c6ccc(c3cc(OC[C@@H](N)Cc1c[nH]c2cccnc12)cnc3c4ccoc4)cc56,akt1,0
NCC(CNc3ccc(c1ccnc2[nH]ccc12)s3)c4ccccc4,akt1,0
CCn3c(c1nonc1N)nc4c(C#CC(C)(C)O)ncc(OCC2CCNCC2)c34,akt1,0
N[C@H](COc4cncc(c3ccc2NC(=O)C(c1ccccn1)c2c3)c4)Cc5c[nH]c6ccccc56,akt1,0
CC(C)(Cc1ccccn1)C5C(=O)Nc6ccc(c4cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c4)cc56,akt1,0
N[C@H](COc2cncc(/C=C/c1ccncc1)c2)C(c3ccccc3)c4ccccc4,akt1,0
CC(C)(Cc1cccnc1)C5C(=O)Nc6ccc(c4cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c4)cc56,akt1,0
Cc5n[nH]c6ccc(c3cc(OC[C@@H](N)Cc1c[nH]c2ccccc12)cnc3c4ccoc4)nc56,akt1,0
