O=c2[nH]c1ccccc1n2C8CCN(Cc7ccc(c5nc4cc(n3cnnn3)ccc4nc5c6ccccc6)cc7)CC8,akt1,0
C5CN(Cc4ccc(c2nc1cnccc1cc2c3ccccc3)cc4)CCC5c7n[nH]c(c6ccccn6)n7,akt1,0
C[C@@]2(C(=O)Nc1ccc(F)nc1)CCCN2c6nc(Nc4cc(C3CC3)[nH]n4)c5cccn5n6,akt1,0
N[C@H](COc4cncc(c3ccc2cnc(c1ccncc1)cc2c3)c4)Cc5c[nH]c6ccccc56,akt1,0
NCC(NC(=O)c3cc(c1c[nH]c2ncccc12)cs3)c4ccccc4,akt1,0
N[C@H](CNc3ncc(c2ccc1[nH]c(=O)sc1c2)s3)Cc4ccc(C(F)(F)F)cc4,akt1,0
CS(=O)(=O)N6CCN(Cc5cc4nc(c1cccc2[nH]ncc12)nc(N3CCOCC3)c4s5)CC6,akt1,0
CSc5ncc4cc(c1ccccc1)c(c3ccc(CNCCc2nc[nH]n2)cc3)nc4n5,akt1,0
CCn3c(c1nonc1N)nc4c(c2cc[nH]c2)ncc(OCCCN)c34,akt1,0
CCn3c(c1nonc1N)nc4c(c2ccc[nH]2)ncc(OCCCN)c34,akt1,0
Cn2c(=O)n(c1ccc(C(C)(C)C#N)cc1)c5c2cnc4ccc(C#Cc3cccnc3)cc45,akt1,0
N[C@H](COc3cncc(/C=C/c2ccnc(NCc1ccccc1)c2)c3)Cc4c[nH]c5ccccc45,akt1,0
N[C@H](CNc3ncc(c2ccc1cncnc1c2)s3)Cc4ccc(C(F)(F)F)cc4,akt1,0
NCC(NC(=O)c3cc(c1ccnc2[nH]ccc12)cs3)c4ccccc4,akt1,0
N[C@H](CCc3cc(c2ccc1cnccc1c2)no3)Cc4ccc(C(F)(F)F)cc4,akt1,0
N[C@H](COc5cncc(c4ccc3NC(=O)C(c1c[nH]c2ccccc12)c3c4)c5)Cc6c[nH]c7ccccc67,akt1,0
C(Oc3cncc(c2ccc1nonc1c2)c3)[C@H](Cc4c[nH]c5ccccc45)Nc7ccc6nonc6c7,akt1,0
Clc3c[nH]c4ncnc(N2CCc1nc[nH]c1C2)c34,akt1,0
Cc4n[nH]c5ccc(c3cncc(OC[C@@H](N)Cc2ccc1OCOc1c2)c3)cc45,akt1,0
OC(=O)c7ccc6nc(c1ccccc1)c(c5ccc(CN4CCC(n2c(=O)[nH]c3ccccc23)CC4)cc5)nc6c7,akt1,0
O=C2C[C@H]1OCc4c([C@H]1O2)c(=O)c3ccccc3c4=O,akt1,0
C5CN(Cc4ccc(c2nc1ncccc1cc2c3ccccc3)cc4)CCC5c7n[nH]c(c6ccccn6)n7,akt1,0
CC(C#N)c5ccc(n3c(C)nc4cnc2ccc(C#Cc1cccnc1)cc2c34)cc5,akt1,0
N[C@H](CNc4nnc(c3ccc2[nH]nc(C1CC1)c2c3)s4)Cc5ccc(C(F)(F)F)cc5,akt1,0
NCC(NC(=O)c4cc(c1ccccc1)c(c2ccnc3[nH]ccc23)s4)c5ccccc5,akt1,0
Cc4n[nH]c5ccc(c2cc(OC[C@@H](N)Cc1ccccc1)cnc2c3ccsc3)cc45,akt1,0
Cn8nnc(c7ccc6nc(c1ccccc1)c(c5ccc(CN4CCC(n2c(O)nc3ccccc23)CC4)cc5)nc6c7)n8,akt1,0
N[C@H](CCc2cnc(Cl)c(/C=C/c1ccncc1)c2)Cc3c[nH]c4ccccc34,akt1,0
N[C@H](COc4cncc(c3ccc2cnc(C#Cc1ccccc1)cc2c3)c4)Cc5c[nH]c6ccccc56,akt1,0
O=C3C[C@H]2O[C@H](c1cccs1)c5c([C@H]2O3)c(=O)c4ccccc4c5=O,akt1,0
N[C@H](COc4cncc(c3ccc2cnc(c1ccco1)cc2c3)c4)Cc5c[nH]c6ccccc56,akt1,0
N[C@H](CNc3cncc(Oc1cccc2cnccc12)c3)Cc4c[nH]c5ccccc45,akt1,0
CSc6ncc5cc(c1ccccc1)c(c4ccc(CNCCc3n[nH]c(c2ccccc2)n3)cc4)nc5n6,akt1,0
O=c2[nH]c1ccccc1n2C8CCN(Cc7ccc(c5nc4ccc(c3nn[nH]n3)cc4nc5c6ccccc6)cc7)CC8,akt1,0
NCC(NC(=O)c4cc(c1cccnc1)c(c2ccnc3[nH]ccc23)s4)c5ccccc5,akt1,0
CC(=O)Nc4ccc(c3cncc(OC[C@@H](N)Cc1c[nH]c2ccccc12)c3)cc4,akt1,0
O=c2[nH]c1ccccc1n2C8CCN(Cc7ccc(c5nc4ccc(n3cnnn3)cc4nc5c6ccccc6)cc7)CC8,akt1,0
N[C@H](COc3cncc(c2ccc1cnccc1c2)c3)Cc4csc5ccccc45,akt1,0
CSc7ncc6cc(c1ccccc1)c(c5ccc(CN4CCC(c3nc(c2cccnc2)no3)CC4)cc5)nc6n7,akt1,0
Cc4n[nH]c5ccc(c3cncc(SC[C@@H](N)Cc1c[nH]c2ccccc12)c3)cc45,akt1,0
Cc2nc1ccccc1n2C7CCN(Cc6ccc(c4nc3ncnc(N)c3cc4c5ccccc5)cc6)CC7,akt1,0
Cc3n[nH]c4ccc(c2cncc(OC[C@@H](N)CCCc1ccccc1)c2)cc34,akt1,0
O=C3C[C@H]2O[C@H](COCc1ccccc1)c5c([C@H]2O3)c(=O)c4ccccc4c5=O,akt1,0
Clc6nc(c4ccc(CN3CCC(n1c(=O)[nH]c2ccccc12)CC3)cc4)c(c5ccccc5)cc6C#N,akt1,0
N[C@H](CNc3ncc(c2ccc1nnn(N)c1c2)s3)Cc4ccc(C(F)(F)F)cc4,akt1,0
COc5cc4ncc3c(N)nc(c2cncc(OC[C@@H](N)Cc1cccc(Cl)c1)c2)cc3c4cc5OC,akt1,0
Cc4n[nH]c5ccc(c2cc(OC[C@@H](N)Cc1ccccc1)cnc2c3cccs3)cc45,akt1,0
Cn1nnnc1c7cnc(c5ccc(CN4CCC(n2c(O)nc3ccccc23)CC4)cc5)c(c6ccccc6)c7,akt1,0
CCn3c(c1nonc1N)nc4c(C#CC2CC2)ncc(OCCCN)c34,akt1,0
CCn3c(c1nonc1N)nc4c(c2ccoc2)ncc(OCCCN)c34,akt1,0
Oc5ccc([C@@H]2O[C@@H]1CC(=O)O[C@@H]1c4c2c(=O)c3ccccc3c4=O)cc5,akt1,0
Cc3n[nH]c4ccc(c2cncc(OCC[C@@H](N)Cc1ccccc1)c2)cc34,akt1,0
OP(O)(=O)Oc1ccc(OP(O)(O)=O)c(OP(O)(O)=O)c1OP(O)(O)=O,akt1,0
Nc6ncnc7nc(c4ccc(CN3CCC(n1c(=O)[nH]c2ccccc12)CC3)cc4)c(c5ccccc5)cc67,akt1,0
O=c2[nH]c1ccccc1n2C8CCN(Cc7ccc(c5nc4cc3cn[nH]c3cc4nc5c6ccccc6)cc7)CC8,akt1,0
COc6cc5ncc4c(N)nc(c3cncc(OC[C@@H](N)Cc1c[nH]c2ccccc12)c3)cc4c5cc6OC,akt1,0
N[C@H](COc3cncc(c2ccc1cnccc1c2)c3)Cc5cnc4ccccc4c5,akt1,0
Nc6n[nH]c7nc(c4ccc(CN3CCC(n1c(=O)[nH]c2ccccc12)CC3)cc4)c(c5ccccc5)cc67,akt1,0
N[C@H](COc3cncc(c2ccc1cnccc1c2)c3)Cc4ccccc4,akt1,0
N[C@H](COc2cncc(/C=C/c1ccncc1)c2)Cc3cccc(C#N)c3,akt1,0
N[C@H](CNc3ncc(c2ccc1C(=O)NCc1c2)s3)Cc4ccc(C(F)(F)F)cc4,akt1,0
CSc5ncc4cc(c1ccccc1)c(c3ccc(CNCCc2c[nH]cn2)cc3)nc4n5,akt1,0
O=C3C[C@H]2O[C@H](c1ccsc1)c5c([C@H]2O3)c(=O)c4ccccc4c5=O,akt1,0
CCn3c(c1nonc1N)nc4cncc(C(=O)N2CC[C@@H](N)C2)c34,akt1,0
O=C7Cc6ccc(N[C@H](COc3cncc(c2ccc1CC(=O)Nc1n2)c3)Cc4c[nH]c5ccccc45)nc6N7,akt1,0
NCC(NCc3ccc(c1ccnc2[nH]ccc12)s3)c4ccccc4,akt1,0
O=C(NCCc1ccccc1)c5ccc(c4cc(c3cc2C(=O)NCCc2[nH]3)ccn4)cc5,mapk2,1
O=C3NCCc4[nH]c(c2ccnc(c1cccnc1)c2)cc34,mapk2,1
O=C3NCCc4[nH]c(c2ccnc(/C=C/c1ccccc1)c2)cc34,mapk2,1
COc5cccc(c4cccc(n3cc(c2ccc1C(=O)NCCc1c2)c(N)n3)c4)c5,mapk2,1
OCC4CNC(=O)c3cc2ccc(C(=O)Nc1nccs1)cc2n3C4,mapk2,1
O=C4NCCc5[nH]c(c3ccnc(c2ccc1ccccc1c2)c3)cc45,mapk2,1
CN(Cc1ccccc1)C(=O)c5ccc(c4cc(c3cc2C(=O)NCCc2[nH]3)ccn4)cc5,mapk2,1
NCC4Cc2c([nH]c3ccc(C(=O)Nc1cccnc1)cc23)C(=O)N4,mapk2,1
Nc4nn(c3cccc(c2ccc1cc[nH]c1c2)c3)cc4c6ccc5C(=O)NCCc5c6,mapk2,1
O=C3NCCc4[nH]c(c2ccnc(c1ccsc1)c2)cc34,mapk2,1
CN(C)CCOc4ccc(\C=C\c3cc(c2cc1c(=O)[nH]cnc1[nH]2)ccn3)cc4,mapk2,1
Nc5nccc(Nc4ccc3[nH]nc(c2ccc1ccccc1c2)c3c4)n5,mapk2,1
O=C3NCCc4[nH]c(c2ccnc(c1cncnc1)c2)cc34,mapk2,1
COc4ccc(n3cc(c2ccc1CCNC(=O)c1c2)c(N)n3)cc4,mapk2,1
CN5CCN(c4ccc(Nc2ccnc3ccc(c1ccc(Cl)cc1)cc23)cc4)CC5,mapk2,1
CC(Nc2c(Nc1ccncc1)c(=O)c2=O)c3cccc(O)c3,mapk2,1
